,count,mean,std,min,25%,50%,75%,max,skew,kurt
ISCSIDSC.DLL,29495.0,6.780810306831667e-05,0.008234427971689886,0.0,0.0,0.0,0.0,1.0,121.43310874009295,14744.999728742292
MSRATING.DLL,29495.0,6.780810306831667e-05,0.008234427971689886,0.0,0.0,0.0,0.0,1.0,121.43310874009295,14744.999728742292
RPCNS4.DLL,29495.0,6.780810306831667e-05,0.008234427971689886,0.0,0.0,0.0,0.0,1.0,121.43310874009295,14744.999728742292
RTM.DLL,29495.0,0.00023732836073910832,0.015403898232083426,0.0,0.0,0.0,0.0,1.0,64.89221810814884,4209.285394649505
WOW32.DLL,29495.0,6.780810306831667e-05,0.008234427971689886,0.0,0.0,0.0,0.0,1.0,121.43310874009295,14744.999728742292
API-MS-WIN-CORE-MEMORY-L1-1-0.DLL,29495.0,0.00040684861840989997,0.020166727084076377,0.0,0.0,0.0,0.0,1.0,49.54963966733607,2453.3331470255225
API-MS-WIN-CORE-CONSOLE-L3-2-0.DLL,29495.0,0.001118833700627225,0.0334308211627681,0.0,0.0,0.0,0.0,1.0,29.847606455718058,888.9398884585413
API-MS-WIN-CORE-LOCALIZATION-L1-2-0.DLL,29495.0,0.0018647228343787084,0.04314288758344072,0.0,0.0,0.0,0.0,1.0,23.09391350316558,531.3648717311678
API-MS-WIN-CORE-ERRORHANDLING-L1-1-0.DLL,29495.0,0.0022715714527886083,0.04760764916542531,0.0,0.0,0.0,0.0,1.0,20.91101701438223,435.3001494486527
API-MS-WIN-CORE-PROCESSTHREADS-L1-1-1.DLL,29495.0,0.0018647228343787084,0.04314288758344072,0.0,0.0,0.0,0.0,1.0,23.09391350316558,531.3648717311678
API-MS-WIN-CORE-INTERLOCKED-L1-1-0.DLL,29495.0,0.0018647228343787084,0.04314288758344072,0.0,0.0,0.0,0.0,1.0,23.09391350316558,531.3648717311678
API-MS-WIN-CORE-DEBUG-L1-1-0.DLL,29495.0,0.0018647228343787084,0.04314288758344072,0.0,0.0,0.0,0.0,1.0,23.09391350316558,531.3648717311678
API-MS-WIN-CORE-RTLSUPPORT-L1-1-0.DLL,29495.0,0.0015256823190371248,0.03903083732310801,0.0,0.0,0.0,0.0,1.0,25.544321093815935,650.5564531384988
API-MS-WIN-CORE-FILE-L1-1-0.DLL,29495.0,0.0015256823190371248,0.03903083732310801,0.0,0.0,0.0,0.0,1.0,25.544321093815935,650.5564531384988
API-MS-WIN-CORE-HEAP-L1-1-0.DLL,29495.0,0.0015256823190371248,0.03903083732310801,0.0,0.0,0.0,0.0,1.0,25.544321093815935,650.5564531384988
API-MS-WIN-NTUSER-SYSPARAMS-L1-1-0.DLL,29495.0,0.000711985082217325,0.026674000117531488,0.0,0.0,0.0,0.0,1.0,37.438844626729306,1399.7620021861135
ODBCCP32.DLL,29495.0,0.0002712324122732667,0.016467180661757678,0.0,0.0,0.0,0.0,1.0,60.6980230326859,3682.4997033918808
API-MS-WIN-CRT-ENVIRONMENT-L1-1-0.DLL,29495.0,3.3904051534158335e-05,0.005822718569032711,0.0,0.0,0.0,0.0,1.0,171.74108419361977,29494.999999999996
API-MS-WIN-CORE-MEMORY-L1-1-3.DLL,29495.0,0.00040684861840989997,0.020166727084076377,0.0,0.0,0.0,0.0,1.0,49.54963966733607,2453.333147025523
API-MS-WIN-CORE-DATETIME-L1-1-0.DLL,29495.0,0.00023732836073910832,0.015403898232083426,0.0,0.0,0.0,0.0,1.0,64.89221810814884,4209.285394649504
API-MS-WIN-CORE-PSAPI-ANSI-L1-1-0.DLL,29495.0,6.780810306831667e-05,0.008234427971689884,0.0,0.0,0.0,0.0,1.0,121.43310874009303,14744.9997287423
API-MS-WIN-CORE-FIBERS-L1-1-0.DLL,29495.0,0.00010171215460247499,0.010084902451703303,0.0,0.0,0.0,0.0,1.0,99.14467486281819,9828.332994267535
API-MS-WIN-CORE-FILE-L2-1-0.DLL,29495.0,0.00010171215460247499,0.010084902451703303,0.0,0.0,0.0,0.0,1.0,99.14467486281819,9828.332994267535
API-MS-WIN-CORE-SYSINFO-L1-2-0.DLL,29495.0,0.00010171215460247499,0.010084902451703303,0.0,0.0,0.0,0.0,1.0,99.14467486281819,9828.332994267535
DBGENG.DLL,29495.0,3.3904051534158335e-05,0.005822718569032712,0.0,0.0,0.0,0.0,1.0,171.74108419361968,29494.99999999997
D3D11.DLL,29495.0,3.3904051534158335e-05,0.005822718569032711,0.0,0.0,0.0,0.0,1.0,171.74108419361977,29494.999999999996
