feature,pca_importance
LIBGIMPCOLOR-2.0-0.DLL,0.0008423316205596348
API-MS-WIN-NTUSER-SYSPARAMS-L1-1-0.DLL,0.0008347921668653365
API-MS-WIN-SECURITY-PROVIDER-L1-1-0.DLL,0.0008306210621430643
API-MS-WIN-CORE-PSAPI-L1-1-0.DLL,0.000825111842651603
LOGONCLI.DLL,0.000823945277577604
API-MS-WIN-EVENTING-CLASSICPROVIDER-L1-1-0.DLL,0.0008230406113703208
WINSPOOL.DRV,0.0008104849429059049
ODBCBCP.DLL,0.0008079014650555926
MFC100U.DLL,0.0008079014650555925
API-MS-WIN-SERVICE-WINSVC-L1-2-0.DLL,0.0008073953702496714
SSPICLI.DLL,0.0007906617529894601
NORMALIZ.DLL,0.0007834369579904656
MSI.DLL,0.0007827479325583164
BROWCLI.DLL,0.0007675214487787386
API-MS-WIN-SERVICE-MANAGEMENT-L2-1-0.DLL,0.0007613305819109011
API-MS-WIN-SECURITY-LSALOOKUP-L2-1-1.DLL,0.0007466536451566728
SIZEOFSTACKRESERVE,0.0007364708885761183
API-MS-WIN-CORE-SHLWAPI-LEGACY-L1-1-0.DLL,0.000733305697088732
API-MS-WIN-CORE-DATETIME-L1-1-0.DLL,0.0007253348014200303
API-MS-WIN-CORE-WINRT-ERROR-L1-1-1.DLL,0.0006669508445436607
API-MS-WIN-CORE-SYNCH-L1-2-1.DLL,0.0006659130602857674
SIZEOFHEAPRESERVE,0.000658613851576462
SIZEOFCODE,0.000654626638898903
BCRYPT.DLL,0.0006487892410464284
RELOC_POINTERTORAWDATA,0.0006440085880081673
API-MS-WIN-CORE-IO-L1-1-1.DLL,0.0006434054599591654
API-MS-WIN-CORE-MEMORY-L1-1-3.DLL,0.0006251288703379962
SAMCLI.DLL,0.0006225857027999032
LIBGDK-WIN32-2.0-0.DLL,0.0006203474445586315
API-MS-WIN-CORE-MEMORY-L1-1-0.DLL,0.000620110901449045
KBDCAN.DLL,0.0006115041958697368
KBDHE.DLL,0.0006115041958697368
KBDYCL.DLL,0.0006115041958697368
MSISIP.DLL,0.0006115041958697367
API-MS-WIN-CORE-PATH-L1-1-0.DLL,0.0006097951602978018
API-MS-WIN-SHCORE-OBSOLETE-L1-1-0.DLL,0.0006032368131458401
MSVCR120.DLL,0.0006005706939792084
SRVCLI.DLL,0.0005926237409365664
MSVIDCTL.DLL,0.000590637040256424
API-MS-WIN-SECURITY-LSAPOLICY-L1-1-0.DLL,0.000584365420109484
PDATA_SIZEOFRAWDATA,0.0005838824545677588
API-MS-WIN-CORE-FILE-L2-1-2.DLL,0.0005835935829070424
MAPI32.DLL,0.0005807204434135425
API-MS-WIN-CRT-RUNTIME-L1-1-0.DLL,0.000573616909310388
API-MS-WIN-CRT-MATH-L1-1-0.DLL,0.0005705213176349787
API-MS-WIN-CRT-HEAP-L1-1-0.DLL,0.0005532961289844403
API-MS-WIN-CRT-STDIO-L1-1-0.DLL,0.0005500956531284875
VCRUNTIME140.DLL,0.0005500956531284854
API-MS-WIN-CRT-LOCALE-L1-1-0.DLL,0.000550095653128485
IMM32.DLL,0.0005463862062324537
API-MS-WIN-CORE-WOW64-L1-1-0.DLL,0.0005396024692565268
OLEACC.DLL,0.0005337715506666003
LIBCAIRO-2.DLL,0.0005252866743105541
NSI.DLL,0.0005239858970188952
API-MS-WIN-CORE-FIBERS-L1-1-0.DLL,0.0005231335364220085
API-MS-WIN-CORE-SYSINFO-L1-2-0.DLL,0.0005231335364220074
API-MS-WIN-CORE-FILE-L2-1-0.DLL,0.0005231335364220042
API-MS-WIN-CORE-SIDEBYSIDE-L1-1-0.DLL,0.0005172282264354324
MSVCP140.DLL,0.0005061675978726908
MPRAPI.DLL,0.000501690868657925
API-MS-WIN-CORE-LOCALIZATION-OBSOLETE-L1-3-0.DLL,0.0004951920467777579
EDATA_POINTERTORAWDATA,0.0004887981601421736
DHCPCSVC.DLL,0.0004876167232913588
DHCPCSVC6.DLL,0.00048761672329135814
NUMBEROFRVAANDSIZES,0.0004831861125872295
WBEMCOMN.DLL,0.000482723584660321
API-MS-WIN-EVENTING-CONTROLLER-L1-1-0.DLL,0.00047069043008136924
VSPMSG.DLL,0.00046956645480419505
URL.DLL,0.0004684566537877283
API-MS-WIN-CORE-REGISTRY-L1-1-1.DLL,0.0004671131577257015
SAMLIB.DLL,0.00045541105127306123
EDATA_VIRTUALADDRESS,0.0004545744055445422
TEXT_CHARACTERISTICS,0.000454243438409044
API-MS-WIN-CORE-PSAPI-ANSI-L1-1-0.DLL,0.00045148152928435587
OLEDLG.DLL,0.00044741239364049667
WKSCLI.DLL,0.00044405408815871854
MSVCR100.DLL,0.0004422334693504425
API-MS-WIN-CORE-THREADPOOL-LEGACY-L1-1-0.DLL,0.0004339650690705912
DMCMNUTILS.DLL,0.000432961385452662
OMADMAPI.DLL,0.000432961385452662
DMPUSHPROXY.DLL,0.000432961385452662
API-MS-WIN-CORE-FILE-L2-1-1.DLL,0.0004313460189679563
API-MS-WIN-BASE-UTIL-L1-1-0.DLL,0.00042579043398822145
SQLDK.DLL,0.0004247230592883279
SQLTSES.DLL,0.0004247230592883275
SQLMIN.DLL,0.0004247230592883274
OPENDS60.DLL,0.0004247230592883274
SQLLANG.DLL,0.00042472305928832735
SQLOS.DLL,0.0004247230592883273
E_LFANEW,0.00041683927579029193
LIBGDK_PIXBUF-2.0-0.DLL,0.0004120420932223815
API-MS-WIN-CORE-CRT-L1-1-0.DLL,0.0003996276572904788
API-MS-WIN-CORE-CRT-L2-1-0.DLL,0.00039962765729047845
API-MS-WIN-CORE-HEAP-OBSOLETE-L1-1-0.DLL,0.000379444745929592
NINPUT.DLL,0.00037904689255229365
API-MS-WIN-SECURITY-AUDIT-L1-1-1.DLL,0.000370992441183078
API-MS-WIN-SECURITY-SDDLPARSECOND-L1-1-0.DLL,0.00037099244118307597
API-MS-WIN-CORE-KERNEL32-PRIVATE-L1-1-2.DLL,0.0003693804477907936
API-MS-WIN-DOWNLEVEL-SHLWAPI-L1-1-1.DLL,0.00036938044779079353
API-MS-WIN-DOWNLEVEL-SHLWAPI-L2-1-1.DLL,0.00036938044779079353
API-MS-WIN-CORE-SHLWAPI-OBSOLETE-L1-2-0.DLL,0.00036724293433942966
API-MS-WIN-EVENTING-LEGACY-L1-1-0.DLL,0.0003610138615840555
API-MS-WIN-CORE-PRIVATEPROFILE-L1-1-1.DLL,0.0003565338357280916
UNATTEND.DLL,0.0003565338357280915
ACTIONQUEUE.DLL,0.0003565338357280915
MSVCP110_WIN.DLL,0.00035490348976261897
XMLLITE.DLL,0.00035441833520120084
API-MS-WIN-CORE-LOCALIZATION-L1-2-2.DLL,0.00035230907030199836
API-MS-WIN-CORE-LOCALIZATION-PRIVATE-L1-1-0.DLL,0.0003523090703019983
DMXMLHELPUTILS.DLL,0.00033929736164548473
DSCLIENT.DLL,0.00033929736164548473
LIBGIO-2.0-0.DLL,0.0003340206210352056
CERTENROLL.DLL,0.0003330525020622858
CERTCA.DLL,0.0003330525020622848
API-MS-WIN-CRT-UTILITY-L1-1-0.DLL,0.00032902484739138034
ESSCLI.DLL,0.0003286173115278735
API-MS-WIN-POWER-SETTING-L1-1-0.DLL,0.00032541288278766813
RSRC_VIRTUALADDRESS,0.0003252660496821872
API-MS-WIN-CRT-FILESYSTEM-L1-1-0.DLL,0.0003246618258843351
MFC42.DLL,0.00032462277633974715
BSS_MISC_VIRTUALSIZE,0.0003167282316049753
IERTUTIL.DLL,0.0003166688204979075
API-MS-WIN-CORE-THREADPOOL-PRIVATE-L1-1-0.DLL,0.00031663879201453447
API-MS-WIN-CRT-TIME-L1-1-0.DLL,0.0003102956125318809
RELOC_CHARACTERISTICS,0.0003087964762130485
API-MS-WIN-DOWNLEVEL-KERNEL32-L2-1-0.DLL,0.0003064486445987029
WINHTTP.DLL,0.0003049943716578696
MINOROPERATINGSYSTEMVERSION,0.00029982102832784303
IDATA_MISC_VIRTUALSIZE,0.00029941343147583813
LIBHDF5-9.DLL,0.000296781532303879
CABINET.DLL,0.00029502952592885503
WSMSVC.DLL,0.0002949631556557234
RTUTILS.DLL,0.00029438661626974964
API-MS-WIN-CORE-FILE-L1-2-2.DLL,0.00029356239563331786
E_OVNO,0.0002904488374213261
ODBCCP32.DLL,0.0002866603682800627
COREUICOMPONENTS.DLL,0.00028400844512483286
API-MS-WIN-SECURITY-TRUSTEE-L1-1-1.DLL,0.0002840084451248325
COREMESSAGING.DLL,0.0002840084451248325
DUI70.DLL,0.0002839006713227889
IDATA_NUMBEROFRELOCATIONS,0.0002778739582980244
COMBASE.DLL,0.000275951041907805
API-MS-WIN-CORE-INTERLOCKED-L1-2-0.DLL,0.00027445881603513497
API-MS-WIN-APPMODEL-RUNTIME-L1-1-1.DLL,0.00027383885802976534
MFCORE.DLL,0.0002738388580297652
MFPLAT.DLL,0.0002738388580297651
DMCOMMANDLINEUTILS.DLL,0.00027364154809413164
WWAPI.DLL,0.0002729921214825453
E_LFARLC,0.0002727053960051994
EFSUTIL.DLL,0.00027101256753127615
FECLIENT.DLL,0.00027101256753127615
DSROLE.DLL,0.00027101256753127615
E_CP,0.0002708586610558339
IDATA_POINTERTORELOCATIONS,0.0002699656752810791
E_OEMINFO,0.0002673341018730337
E_CSUM,0.00026634182377858334
IDATA_POINTERTOLINENUMBERS,0.00026452528802127577
API-MS-WIN-CORE-TIMEZONE-PRIVATE-L1-1-0.DLL,0.00026433750221507927
LIBSTDC++-6.DLL,0.0002638688159025995
API-MS-WIN-CRT-STRING-L1-1-0.DLL,0.00026173594979951316
LIBICONV-2.DLL,0.00026077588165062147
TEXT_NUMBEROFLINENUMBERS,0.00026023479595419733
LIBGNUTLS-30.DLL,0.0002599733191938033
IDATA_NUMBEROFLINENUMBERS,0.00025927859814916154
E_MINALLOC,0.00025772557111336525
HID.DLL,0.00025699555229867965
TLS_NUMBEROFRELOCATIONS,0.0002542913811475932
DATA_NUMBEROFRELOCATIONS,0.0002538211288189828
LIBGCC_S_SEH-1.DLL,0.00025372605912002524
LIBCEF.DLL,0.00025356301912576114
E_SS,0.00025286347784023167
E_MAXALLOC,0.00025150106944815676
API-MS-WIN-SECURITY-BASE-L1-1-0.DLL,0.00024851047983156805
API-MS-WIN-CORE-WINDOWSERRORREPORTING-L1-1-0.DLL,0.0002485104798315677
SSPISRV.DLL,0.0002485104798315664
LIBGIMPCONFIG-2.0-0.DLL,0.0002476222233584916
DATA_POINTERTORELOCATIONS,0.00024679044881211924
BUGSPLAT.DLL,0.0002453087010161089
LIBSSL-1_1.DLL,0.0002453087010161085
LIBCRYPTO-1_1.DLL,0.0002453087010161085
ZLIB.DLL,0.0002453087010161083
YAML.DLL,0.0002453087010161083
LIBPANGO-1.0-0.DLL,0.0002418232206724055
API-MS-WIN-EVENTING-CONSUMER-L1-1-0.DLL,0.0002387258000725708
E_CRLC,0.00023739661538918488
TEXT_NUMBEROFRELOCATIONS,0.0002359331921437585
EDATA_NUMBEROFRELOCATIONS,0.00023497860865451118
LIBGIMPMATH-2.0-0.DLL,0.00023483848869721154
API-MS-WIN-CRT-CONVERT-L1-1-0.DLL,0.00023373246807702116
MSYS-1.0.DLL,0.00023339886275487685
RDATA_POINTERTORELOCATIONS,0.00023332119963332412
SCECLI.DLL,0.00023061070903683588
MSVCP_WIN.DLL,0.0002295884123045397
EXT-MS-WIN-SHELL-SHELL32-L1-2-0.DLL,0.00022958841230453914
API-MS-WIN-CRT-PRIVATE-L1-1-0.DLL,0.00022958841230453911
EXT-MS-WIN-COM-OLE32-L1-1-1.DLL,0.00022958841230453854
DATA_POINTERTOLINENUMBERS,0.00022790515064117646
TLS_NUMBEROFLINENUMBERS,0.00022499898536148556
MSVCP100.DLL,0.00022321867276504977
NODEWINRTWRAP.DLL,0.00022067863330284002
EDATA_CHARACTERISTICS,0.00021956725682068076
LIBPCREPOSIX-0.DLL,0.0002192686996766324
TLS_POINTERTOLINENUMBERS,0.0002192410592214305
TLS_POINTERTORELOCATIONS,0.00021824266844199514
RELOC_NUMBEROFRELOCATIONS,0.00021687047497481876
MSCTFMONITOR.DLL,0.0002139578985615239
LIBPANGOCAIRO-1.0-0.DLL,0.0002121014134413892
LIBEXIF-12.DLL,0.00021185596485454467
SWSCALE-3.DLL,0.0002112296124580656
AVRESAMPLE-2.DLL,0.00021122961245806374
AVUTIL-54.DLL,0.00021122961245806325
POSTPROC-53.DLL,0.00021122961245806268
AVFILTER-5.DLL,0.00021122961245806262
AVDEVICE-56.DLL,0.00021122961245806246
AVFORMAT-56.DLL,0.00021122961245806246
SWRESAMPLE-1.DLL,0.00021122961245806238
AVCODEC-56.DLL,0.0002112296124580616
EDATA_NUMBEROFLINENUMBERS,0.00021102233757710359
E_OEMID,0.00020760446176683512
LIBPNG16-16.DLL,0.00020686754426147924
MSYS-INTL-8.DLL,0.00020682281855875833
FRAMEDYNOS.DLL,0.00020465120473185528
LIBTIFF-5.DLL,0.00020388168608510422
RELOC_NUMBEROFLINENUMBERS,0.00020244401528392867
RELOC_POINTERTOLINENUMBERS,0.00020175206249797454
MPCLIENT.DLL,0.00020005432794959916
RELOC_POINTERTORELOCATIONS,0.00019976832713294472
BSS_SIZEOFRAWDATA,0.0001985470752884989
EDATA_POINTERTOLINENUMBERS,0.00019724320554517777
LIBFONTCONFIG-1.DLL,0.00019635402673902385
RDATA_NUMBEROFRELOCATIONS,0.00019561315148362122
ATL.DLL,0.00019511595979304267
RDATA_NUMBEROFLINENUMBERS,0.00019477499539719914
RSRC_NUMBEROFLINENUMBERS,0.00019367319048108896
E_IP,0.0001918627343119022
MFC42U.DLL,0.00019136738773090537
RDATA_POINTERTOLINENUMBERS,0.00019111866526917736
RSRC_POINTERTOLINENUMBERS,0.0001906444166786161
XOLEHLP.DLL,0.00019022851902015533
LIBLCMS2-2.DLL,0.00018317693853408287
E_CS,0.0001824495664633904
RSRC_NUMBEROFRELOCATIONS,0.00018216635572477208
KTMW32.DLL,0.00018121416062403503
MSVCP120.DLL,0.00017968333119091888
RELOC_VIRTUALADDRESS,0.00017638284690779765
SYSDM.CPL,0.00017616942042916913
LIBWEBKITGTK-1.0-0.DLL,0.00017533023737503599
NCRYPT.DLL,0.0001732022167119144
LIBJPEG-8.DLL,0.00017285426845043634
TEXT_VIRTUALADDRESS,0.00017158635455022636
ACTIVEDS.DLL,0.00016984638119523
NTLANMAN.DLL,0.00016929322196162935
EDATA_SIZEOFRAWDATA,0.00016927428166861852
API-MS-WIN-SHCORE-SCALING-L1-1-1.DLL,0.0001677761750499805
DATA_MISC_VIRTUALSIZE,0.0001649352880355623
SNMPAPI.DLL,0.00016468802441972538
LIBGMP-10.DLL,0.00016098033413534195
DATA_NUMBEROFLINENUMBERS,0.00016054991624123513
LIBDBUS-1-3.DLL,0.0001594483681446591
LIBQHULL-5.DLL,0.00015600079082342316
MSVCP90.DLL,0.00015089231040156577
TEXT_POINTERTOLINENUMBERS,0.0001481915371184965
LIBNETCDF-7.DLL,0.0001480216248343299
EDATA_POINTERTORELOCATIONS,0.0001478710845322647
ADDRESSOFENTRYPOINT,0.00014617970011025815
TEXT_POINTERTORELOCATIONS,0.00014484610602540134
RASAPI32.DLL,0.0001430414631517016
LIBSYBDB-5.DLL,0.00014218788202152458
